brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
"La Roche Posay",58113,"La Roche Posay Cicaplast Baume B5+ 100ml",france,france,Korea,France,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_france,yes,yes,no
"La Roche Posay",58136,"La Roche Posay Cicaplast Baume B5+ 40ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",61880,"La Roche-Posay Toleriane Double Repair Matte Face Moisturizer 100ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63025,"La Roche Posay Toleriane Double Repair Face Moisturizer 100ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63131,"La Roche Posay Lipikar Body Lotion For Normal To Dry Skin 400ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63133,"La Roche-Posay Anthelios Body &#038; Face Gentle Lotion Mineral Sunscreen SPF 50 90ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63135,"La Roche Posay Anthelios Melt-in Milk Sunscreen Spf 60 150ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63137,"La Roche Posay Toleriane Double Repair Moisturizer With SPF 100ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63231,"La Roche Posay Anthelios Mineral Zinc Oxide Sunscreen Spf50 50ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63233,"La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ Sun Cream 50ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63235,"La Roche-Posay Cicaplast Gel B5 40ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63237,"La Roche Posay Effaclar Mat Mattifying Moisturizer For Oily Skin 40ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63239,"La Roche Posay Pure Vitamin C 10 Serum 30ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63241,"La Roche Posay Retinol B3 Pure Retinol Serum 30ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63243,"La Roche-Posay Pure Niacinamide 10 Serum 30ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63247,"La Roche-Posay Cicaplast Baume B5 SPF50 40ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63601,"La Roche Posay Effaclar Purifying Cleansing Gel 400ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63787,"La Roche-Posay Effaclar Duo+ Anti-Imperfections For Oily &#038; Acne Prone Skin 40ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63789,"LA Roche-Posay Anthelios Ultra Light Fluid Facial Sunscreen SPF60 50ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63791,"La Roche Posay Toleriane Hydrating Gentle Cleanser &#8211; 400 ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",63793,"La Roche Posay Toleriane Purifying Foaming Cleanser &#8211; 400 ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",74709,"La Roche-Posay Anthelios Clear Skin Dry Touch Sunscreen SPF 60 (50ml)",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"La Roche Posay",74711,"La Roche Posay Innovation Effaclar DUO+ M 40ml (Exp:01/07/2026)",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
"Lady Speed",74713,"Lady Speed Stick Invisible Dry Deodorant Shower Fresh 39.6g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Lady Speed",74715,"Lady Speed Stick Powder Fresh Invisible Dry Deodorant 39.6g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Lakme,74727,"Lakme Sun Expert SPF50 PA++ Super Matte Lotion Sunscreen 100ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Lakme,74729,"Lakme Sun Expert Ultra Matte SPF 40 PA+++ Compact",india,india,Korea,India,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_india,yes,no,yes
Lanbena,74683,"LANBENA Blackhead Remover Mask 5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lavino,74731,"Lavino Vitamin C Face Wash &#8211; with Tangerine Extract",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lavino,74733,"Lavino Brightening Moisturizer with Alpha Arbutin &#038; Vitamin E 50ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lavino,74735,"Lavino Neem Purifying Face Wash With 0.5% Salicylic Acid 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lavino,74737,"Lavino Milk Brightening Face Wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Laxzin,74739,"Laxzin 100% Pure Cold Pressed &#038; Hexane Free castor Oil 100ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74741,"Laxzin Saffron with Goat Milk Soap 100g",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74743,"Laxzin Multi-Peptide Hair Serum 30ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74745,"Laxzin Daily Facial Cleanser 150ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74747,"Laxzin Anti-Hair Loss Shampoo With Vitamin E &#038; Biotin 400ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74749,"Laxzin Acne Control Facial Cleanser 150ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Laxzin,74751,"Laxzin Deeply Nourishing Face &#038; Body Shower Gel 280ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Lilac,74753,"Lilac Daily Soft Moisturizing Body Lotion 200ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lilac,74755,"Lilac 3X Spot Lightener 50g",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lilac,74757,"Lilac Advanced Brightening Face Wash Dry And Sensitive Skin 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lilac,74759,"Lilac Brightening Face Wash Oily &#038; Combination Skin 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Lmltop,74685,"LMLTOP Beauty Makeup Tools 2pcs Puff",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74691,"LMLTOP Natural Cotton Pad 80pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74693,"LMLTOP Double Faced Cosmetics Cotton Pad 80pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74695,"LMLTOP EyeBrow Knife 3pcs Set",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74697,"LMLTOP Make Bowl Set",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74699,"LmLTop 7 Pcs Travel Bottle Set (Sy760)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74701,"LMLTOP Soft Cotton Pads 150Pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74703,"LMLTOP Cosmetic Skin Friendly Soft Cotton Pads 80pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74705,"LMLTOP Cotton Pad For All Skin Types 150pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lmltop,74707,"LMLTOP Cotton Pad For All Skin Types 80pcs",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Lubriderm,63593,"Lubriderm Daily Moisture Lotion for Normal to Dry Skin (Fragrance Free) 177ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Lubriderm,63595,"Lubriderm Daily Moisture Lotion for Normal to Dry Skin (Sensitive Skin) -473ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Lubriderm,63597,"Lubriderm Daily Moisture Lotion for Normal to Dry Skin, Fragrance Free -473ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Lucido-L,58424,"Lucido-L High Damage Repair Hair Mask 200g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Lucido-L,58427,"LUCIDO-L Argan Rich Oil Hair Treatment Water 170g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Lucido-L,58456,"LUCIDO Hair Wax Extra Hard Men&#8217;s Styling Agent Unscented 80g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
M.A.C,36059,"M.A.C Amplified Lipstick",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36063,"M.A.C Matte Lipstick – Kinda Sexy",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36066,"M.A.C Amplified Lipstick – Vegas Volt (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36073,"M.A.C Matte Lipstick – Pink Pigeon (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36074,"M.A.C Studio Fix Fluid SPF 15 Foundation- NC 40 30.0 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
M.A.C,36081,"M.A.C Mineralize Skinfinish (10gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36082,"M.A.C Cremesheen Lipstick (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36086,"MAC Air Of Style EDP For Women (50ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
M.A.C,36087,"M.A.C Matte Lipstick – Please Me (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
M.A.C,36092,"M.A.C Amplified Creme Lipstick – Girl About Town (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36093,"M.A.C Amplified Lipstick – Fusion Pink (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36094,"M.A.C Studio Fix Fluid SPF 15 Foundation- NC 35",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36101,"M.A.C Retro Matte Lipstick – Relentlessly Red (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36107,"M.A.C PREP + PRIME SKIN (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36108,"MAC PREP+PRIME HIGHLIGHTER (3.6ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36113,"M.A.C Matte Lipstick – Sin (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36119,"M.A.C Matte Lipstick – Candy Yum Yum 3.0 gm",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36120,"M.A.C Satin Lipstick – Retro",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36128,"M.A.C Matte Lipstick",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36129,"M.A.C Studio Fix Fluid SPF 15 Foundation- NC 37 (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36130,"M.A.C Satin Lipstick (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36676,"M.A.C Studio Fix Fluid SPF 15 Foundation- NC 30 (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36733,"M.A.C Matte Lipstick – Russian Red (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36819,"M.A.C Pro Longwear Foundation- NW 22 (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
M.A.C,36820,"M.A.C Studio Fix Fluid SPF 15 Foundation (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
MANDOM,58448,"MANDOM LUCIDO Ageing Care milk Q10 for men 100ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
MANDOM,58451,"MANDOM LUCIDO Aging Care Lotion Q10 Anti-aging lotion for men 110ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Maange,74763,"Maange 12pcs Mix Makeup Brush Set White",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Maange,74766,"Maange 12pcs Mix Makeup Brush Set Pink",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Maange,74768,"Maange 10pcs Brush Set With Bag (Pink)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Maange,74770,"Maange Makeup Clean Sponge",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
MamyPoko,35969,"Mamy Poko Pants XXXL-24 Pcs (18-35Kg)",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
MamyPoko,35982,"Mamy Poko Pants XXXL-7 Pcs (18-35Kg) .IN",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Matrix,74822,"Matrix Opti Care Smooth Straight Split End Serum 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
